index,title,author,genre,rating,review,annotations,Final Annotation,Preliminary Agreement
336OE47KJDO7582UI9V96PLS4HGVWD,Dial A for Aunties,Jesse Q. Sutanto,Romance,4.0,"Wedding cakes, dead bodies, and aunties... oh my! This book was laugh out loud hilarious! You definitely need to go into this book with suspended belief. Kind of reminded me of Stephanie Plum or more recently Finlay Donovan. Meddalin accidentally kills her blind date end it is aunties to the rescue! What could possibly go wrong? Well just about everything, that’s what! I am seriously giggling to myself right now thinking about some of the antics these characters got up to in this book. The book reads like a movie and I just heard a rumor that it’s going to be a movie on Netflix! This is a fun feel-good story filled with humor, charm, and Indonesian Chinese culture. Next time you’re in the mood for a good laugh, pick this one up!This book in emojis :coffin: :speedboat: :woman_with_veil_light_skin_tone: :gem_stone: :bottle_with_popping_cork: :camera_with_flash: *** Big thank you to Berkley for my gifted copy of this book. All opinions are my own. ***","Counter({'annoyed': 2, 'love': 1})",annoyed,0.5
3O2Y2UIUD1YREBMNTG720SOBTGKFKE,My Wife Is Missing,D.J.  Palmer,Mystery,4.0,"My Wife is Missing is a deliciously delightful thriller that is a helluva page turner and has more twists and turns than the streets of New York City, baby!!With their marriage hanging on by a thread, Michael and Natalie Hart travel to the Big Apple for a family vacation in hopes of a happy distraction. Natalie has been suffering from debilitating insomnia and is questioning Michael’s faithfulness to her. Michael has been questioning Natalie’s sanity and is drowning in their failing marriage. A family vacation sounds like the perfect remedy, AMIRITE? Right! Do things actually go right? ABSOLUTELY NOT! Upon returning from picking up pizza for his family, Michael returns to an empty hotel room – not a trace of his wife or children, only a plush teddy bear and a frantic mind reeling in where his family could possibly be! DUN-DUN-DUNNNNNNN!What quickly transpires is a wild goose chase that involves Michael searching for his family as readers learn through dual POVs that  all is not as it seems  and deep, dark secrets from the past rise to the surface! This book is dripping in all the things that fans of the thriller/mystery genre crave: backstabbing, secrets, deception, shocking truths! A literary slam dunk!A huge glimmering, shimmering bookish THANKS to St. Martin’s Press and NetGalley for an ARC – ‘twas a wildly enjoyable reading ride!","Counter({'confused': 2, 'love': 1, 'enthusiastic': 1})",confused,0.3333333333333333
3LVTFB9DFGMJ3EGDH5XHEZ0WT1BQGF,How High We Go in the Dark,Sequoia Nagamatsu,Science,3.0,"The melting permafrost unleashes a virus on the world and we are presented with many very loosely linked stories about humanity adjusting to the disaster that take place in many different geographical locations and over several centuries. It is very clever and I wanted to like it so much, but I felt the stories, while potentially great, too often failed to hit home. On more than one occasion, I got a feeling about what they were trying to do and felt they might have done it better . Fairly good read!","Counter({'disappointed': 2, 'content': 1})",disappointed,0.5
37G6BXQPM1PLJ0KMBA7TEWFKGLWQEY,Dial A for Aunties,Jesse Q. Sutanto,Romance,5.0,"4.5 stars!! This was a pure DELIGHT to read. The heroine accidentally kills her blind date and she gets the help of her mom and 3 aunts with hiding/burying the body. Unfortunately, they've got a wedding to do that weekend so they bring the dead body along with them. It's ridiculous, chaotic, over the top, and hilarious. I loved Meddy and all the aunties, who are a riot. And I loved the familiarity of reading about an Asian-American family in a Southern California setting. This was a fantastic read (with a bit of a second chance romance too!) and I highly recommend it if you're looking for a laugh.","Counter({'confused': 2, 'enthusiastic': 1, 'content': 1})",confused,0.3333333333333333
375VMB7D5UN3AWI327R0ZC6DPZFIDV,My Wife Is Missing,D.J.  Palmer,Mystery,5.0,I have read a couple of DJ's books before so when i got approved to read this book i couldnt wait. I wasnt disappointed eitherHoly Wow...this was an emotional rollercoaster thst i absolutely loved.. nothing was what it seemed. Lots of twists and turns. It was a love hate relationship with the main twp chatacters but it had to do with the characters personalities. An amazing story that will have you thinking you know but you are wrong. Definitely recommend..,"Counter({'content': 2, 'confused': 1, 'disappointed': 1, 'annoyed': 1, 'enthusiastic': 1})",content,0.2
322ZSN9Z6ROGJEFL38PBAFEGN31T49,Dial A for Aunties,Jesse Q. Sutanto,Romance,3.0,very mixed feelings on this[review to come],"Counter({'enthusiastic': 2, 'love': 1, 'disappointed': 1, 'confused': 1})",enthusiastic,0.25
3DZKABX20T9YRAWP1IV8UVEPC1ZCVM,My Wife Is Missing,D.J.  Palmer,Mystery,4.0,"Whoa! What a crazy ride. So many good, smart twists that I never saw coming. Loved every minute from start to finish. ","Counter({'bored': 2, 'disappointed': 1})",bored,0.5
3J94SKDELTTRY8NOVN86A328KD95D8,Dial A for Aunties,Jesse Q. Sutanto,Romance,5.0,i absolutely adored this one. 10/10. perfection. just so hilarious + had me on the edge of my seat. the family dynamics were phenomenal and truly felt like i was reading about my own family. i will be thinking about this one for ages.,"Counter({'content': 2, 'enthusiastic': 1})",content,0.5
3CVDZS289S4M4ZMQESKIF5GFILFFMJ,My Wife Is Missing,D.J.  Palmer,Mystery,5.0,"4.5 Need To Pay Attention Stars* * * * 1/2 Spoiler FreeOh, how I love it when I am held captive from the very first pages. D.J. Palmer set out to lay a foundation of this tale and then took all sorts of ways to rip it out from under us. It is told from the current perspective and also from the recent past. We get the panic of the current times and we also get the pain and confusion from the time ramping up to the now. All of the main characters have their own personal agenda and nothing, repeat, nothing is as it appears to be. Who should we be rooting for, who should we be fearful of, and who has the most to lose when everything is revealed. D.J. Palmer is a mastermind and I did see the ending coming until it was right in front of me. An Excellent time was had by all.   My Wife Is Missing https://www.goodreads.com/review/show...For more Reviews, Free E-books and Giveaways  ","Counter({'bored': 2, 'enthusiastic': 1})",bored,0.5
3XQ4XW3OEKG510NJAU1X7VLW16S2SY,Becoming,Michelle Obama,Nonfiction,5.0,I understand the hype!I didn't know much about Michelle Obama nor her husband. This book absolutely humanized them and show me how much they care about others. The contrast with the actual political situation is blatant.Recommend!,"Counter({'love': 2, 'enthusiastic': 1, 'content': 1})",love,0.3333333333333333
3UUIU9GZDG9YFXJLHD8LF7KUNZWT5E,Becoming,Michelle Obama,Nonfiction,,i’m so glad that i got the audiobook for this back and finally was able to finish all these months later!michelle obama sharing her experience and dropping nuggets of wisdom into my ear holes for 19 hours straight was just a delightful experience :),"Counter({'enthusiastic': 2, 'love': 1})",enthusiastic,0.5
3M05562443OSMH7QQTZISK5FNBPFNJ,My Wife Is Missing,D.J.  Palmer,Mystery,5.0,"Second book read by D.J Palmer and both have been 5 stars for me! I absolutely loved ‘The Perfect Daughter’ so I was beyond excited to receive an advanced copy of ‘My Wife Is Missing’ in exchange for an honest review. Thank you SO much St. Martin’s Press!This was such a thrill of a ride! What a perfect ‘Cat and Mouse’ type read that is absolutely movie worthy! I found myself switching frequently on which character I was rooting for and which one I thought was suspicious. I always thought I had it figured out and then I would be completely thrown off again and again. Such a great plot and filled with so much action. Loved the ending how everything was tied off. DJ Palmer is definitely on my radar now for sure!This one comes out May 9th, 2022!","Counter({'love': 2, 'content': 2, 'enthusiastic': 1})",love,0.25
